#Gene	log2(fold-change)array	q-value_array	log2(fold-change)RNA_seq	q-value_RNA_seq
FAM71E1/FAM71E1	0.163658688310939	0.162677764082021	0	1
PRPF8/PRPF8	0.199055282789526	0.00400908344639813	0	1
OR4D6/OR4D6	0.290492800814358	0.179319261624206	0	1
NOX3/NOX3	0.249719162970664	0.18859685882703	0	1
IGLV6-57/IGLV6-57	0.762451482476469	0.110480039287526	0	1
KRT16/KRT16	0.430481726003984	0.0395229183379977	0	1
PROKR2/PROKR2	0.131858823035676	0.302619574875237	0	1
OR4S2/OR4S2	0.0342244579359156	0.402086606637642	0	1
MYOC/MYOC	0.145123371902202	0.211164724784142	0	1
GSC2/GSC2	0.0847167045856347	0.37439424554196	0	1
GIF/GIF	0.185229452486898	0.267633180365771	0	1
CDC42EP5/CDC42EP5	0.15526864784775	0.295052494020232	0	1
HPDL/HPDL	0.332582996901405	0.121223563803835	0	1
CHRFAM7A/CHRFAM7A	0.217623745754593	0.293161741299334	0	1
DAXX/DAXX	0.145278878000296	0.0993421901228321	0	1
DCAF4L2/DCAF4L2	0.173188782343243	0.233361064204558	0	1
CSN1S2AP/CSN1S2AP	0.292824461590074	0.280823387014784	0	1
RGS13/RGS13	0.0500223335393681	0.23323703333303	0	1
CABIN1/CABIN1	-0.286181452057133	0.0382752758642422	0	1
RGS22/RGS22	0.0848961889143953	0.246594434796248	0	1
CDK7/CDK7	0.25959375721532	0.0337200795795523	0	1
IL25/IL25	0.0417642377915117	0.393017224830953	0	1
SNCG/SNCG	0.246983536640797	0.229648609913017	0	1
GAL3ST4/GAL3ST4	0.226851724134718	0.188415371434793	0	1
DRD4/DRD4	0.169420135207845	0.283467460218255	0	1
SEMG2/SEMG2	0.237696531514823	0.258270755092437	0	1
SOX14/SOX14	0.19130441494447	0.211597107004406	0	1
HIPK4/HIPK4	0.0988137512911079	0.314019190688301	0	1
OIT3/OIT3	0.212799196084482	0.185541811706991	0	1
RPL9/RPL9	-0.00033455122103916	0.410325869750742	0	1
DDX43/DDX43	0.230787064151817	0.178387559305116	0	1
HIST1H2BA/HIST1H2BA	-0.0763233297529362	0.329113614327189	0	1
HCG9/HCG9	0.272717326405938	0.244033949420789	0	1
VSTM2A/VSTM2A	0.173310565137168	0.227463791125702	0	1
GRK4/GRK4	0.210274361010758	0.189678078416062	0	1
MC3R/MC3R	-0.209469014599965	0.242660608168794	0	1
CIRH1A/CIRH1A	0.331789487926057	0.0580290683958347	0	1
POTEM/POTEM	0.255309450992995	0.205027170065565	0	1
CATSPERB/CATSPERB	0.0439044406288303	0.250471826238106	0	1
CXCL10/CXCL10	0.240447578270324	0.161322456590156	0	1
MCF2/MCF2	0.0285587656944667	0.361062212623983	0	1
TYR/TYR	0.0837066887760796	0.277920929645201	0	1
TACR3/TACR3	0.153407764841506	0.316344512221575	0	1
HAO2/HAO2	0.151566769285921	0.169059121953655	0	1
RNH1/RNH1	-0.174436514529887	0.0726224951579683	0	1
KIAA0125/KIAA0125	0.486695989383409	0.0440205695079945	0	1
PTTG3P/PTTG3P	0.197086514058464	0.209977597422827	0	1
LRRC18/LRRC18	-0.0317160817551801	0.3659272234525	0	1
TTTY13/TTTY13	0.17159096024057	0.280137138015776	0	1
KCTD8/KCTD8	0.292700172335323	0.173153225708696	0	1
SPIN3/SPIN3	0.212814915063085	0.156347927437379	0	1
MAGEE2/MAGEE2	0.134634633618858	0.298904580808019	0	1
OR8H2/OR8H2	-0.0844609371530585	0.199753680198556	0	1
UNC5D/UNC5D	0.270232232040707	0.193348965051922	0	1
HS3ST2/HS3ST2	0.134643924983198	0.361827489921129	0	1
OMP/OMP	0.00784349921694239	0.403189127551403	0	1
ISLR2/ISLR2	0.0140328788277115	0.416639456350372	0	1
ZCCHC13/ZCCHC13	0.146856894795135	0.308470659442373	0	1
GABRA5/GABRA5	-0.119922712924101	0.28470218204734	0	1
GRP/GRP	0.22781266926387	0.258623011346616	0	1
MAGEA12/MAGEA12	-0.0442392989052809	0.383234970319455	0	1
CACNG1/CACNG1	0.214321660949189	0.250269229946614	0	1
FRMPD1/FRMPD1	0.135011918084283	0.290820783746442	0	1
ARHGAP36/ARHGAP36	0.155662999513947	0.296136992986004	0	1
UCN3/UCN3	0.0919127611039243	0.351084004973762	0	1
FPR2/FPR2	0.198798486713826	0.248787966298624	0	1
SLC22A12/SLC22A12	0.32454451168498	0.206600190922452	0	1
DLG5/DLG5	0.675299345180346	0.000794296395542529	0	1
SAGE1/SAGE1	-0.152574381855738	0.193717117256109	0	1
MYH4/MYH4	0.0120416116983902	0.393828233881705	0	1
SLURP1/SLURP1	0.0726782311965922	0.37527100578631	0	1
KRT35/KRT35	0.249472330985251	0.287385918518673	0	1
SLC27A2/SLC27A2	0.0822202429442814	0.29708174247413	0	1
KRT33A/KRT33A	0.0865971892338812	0.322420526357482	0	1
S100A7/S100A7	-0.223148190203175	0.312809573458228	0	1
C17orf78/C17orf78	0.24208629096522	0.0490823363210154	0	1
HLA-DOB/HLA-DOB	0.381621585330851	0.157133940945628	0	1
C14orf142/C14orf142	-0.253072325067213	0.200215599090691	0	1
TEKT5/TEKT5	0.154323902631926	0.156402771571864	0	1
TIGD3/TIGD3	0.27623986954622	0.177157965649444	0	1
POMC/POMC	0.219772209799445	0.203356631611202	0	1
ALAS2/ALAS2	0.267927391460421	0.21875115797991	0	1
MRPL23/MRPL23	-0.136879389688601	0.03561521201319	0	1
CNOT3/CNOT3	0.272226097832404	0.00212186464199522	0	1
LY6D/LY6D	-0.0383961557372015	0.35102940190782	0	1
TMEM132D/TMEM132D	0.0743284075295468	0.364340169799325	0	1
PRB4/PRB4	0.0319913077600042	0.377876447224673	0	1
FOXF2/FOXF2	0.076914202963911	0.327065091708322	0	1
S100A12/S100A12	-0.0201217138826588	0.387898643427811	0	1
NXF5/NXF5	0.0120833150377809	0.419684932189383	0	1
CX3CR1/CX3CR1	0.370785687297192	0.197811189439835	0	1
KISS1/KISS1	0.215384604636584	0.193662098904175	0	1
ANKRD7/ANKRD7	0.020683385736062	0.380656230622242	0	1
ARHGEF19/ARHGEF19	0.370284263395159	0.101159840794377	0	1
ABCC8/ABCC8	0.169567350429236	0.251063346539721	0	1
BPI/BPI	0.284098217403812	0.247406605774009	0	1
HIST1H4A/HIST1H4A	0.878583717764067	0.0610445864214996	0	1
GOT1L1/GOT1L1	0.175451730218756	0.254387399411008	0	1
C15orf54/C15orf54	0.0560218965343143	0.35804300488853	0	1
CPN2/CPN2	-0.156367135001895	0.242241336648558	0	1
STMN2/STMN2	-0.0319294392423995	0.388449570043422	0	1
KLHDC9/KLHDC9	0.0672690662298189	0.343559272389578	0	1
R3HDML/R3HDML	0.280827965822913	0.176487165294652	0	1
OMG/OMG	0.517863170943584	0.0212273492406636	0	1
OR52N4/OR52N4	0.338850935677137	0.263121289113483	0	1
TMEM215/TMEM215	0.025324988478937	0.331931218647745	0	1
ODF4/ODF4	0.232338226473615	0.164906475950773	0	1
OR52L1/OR52L1	-0.027569351947217	0.416395902332127	0	1
GJB4/GJB4	0.201093050766926	0.241868668670246	0	1
HORMAD1/HORMAD1	0.254252562497792	0.128041365197674	0	1
AKT3/AKT3	-0.157003493815881	0.264114964863117	0	1
AMHR2/AMHR2	0.136033115886215	0.313448873238424	0	1
BAAT/BAAT	0.155529351303411	0.230459600465263	0	1
TMEM37/TMEM37	0.313368204930598	0.240237417177818	0	1
C1orf162/C1orf162	0.0838316894436002	0.340053976784716	0	1
GKN2/GKN2	0.130954613372832	0.251431980504953	0	1
SLC5A8/SLC5A8	0.17430131830684	0.27094267826246	0	1
ALPL/ALPL	0.321887314129511	0.155964833527145	0	1
VRTN/VRTN	0.490023969748088	0.195401670899373	0	1
GPR123/GPR123	0.221180853892105	0.287582108211145	0	1
RYBP/RYBP	-0.00912822419034005	0.392808754732597	0	1
RDM1/RDM1	0.278960876529616	0.104851812699312	0	1
CHRNA7/CHRNA7	0.0314346631405242	0.410310474202539	0	1
GNB3/GNB3	0.283153756168736	0.154970881992427	0	1
OR12D3/OR12D3	0.3978713016357	0.137118529094409	0	1
SOAT2/SOAT2	0.161603825700651	0.291021352404275	0	1
OR10AD1/OR10AD1	-0.0641908337660847	0.37251407135103	0	1
LCE1F/LCE1F	0.430627509506761	0.194872729978263	0	1
CASS4/CASS4	-0.0194338512294033	0.391869906587733	0	1
USP29/USP29	-0.0587611930725939	0.368066206999823	0	1
KIF26B/KIF26B	-0.192095723698989	0.134213361328881	0	1
GNG8/GNG8	0.0620516748332577	0.39420783877741	0	1
SLC22A18AS/SLC22A18AS	0.025521906751262	0.392853528346341	0	1
IL26/IL26	0.0222110769025394	0.352459254160496	0	1
OR2S2/OR2S2	0.522272160689432	0.121326587754096	0	1
CXCL14/CXCL14	0.2912469295817	0.231943237517392	0	1
CHRNE/CHRNE	0.276153147411617	0.213787577741695	0	1
PRDM14/PRDM14	0.217966698073807	0.218139994510651	0	1
KLK6/KLK6	0.234946502659947	0.222509789202885	0	1
FCRL6/FCRL6	0.281014305109021	0.217116329757694	0	1
CSNK1A1L/CSNK1A1L	0.190988218240233	0.158389046557602	0	1
PADI3/PADI3	0.204600734339715	0.213385568953824	0	1
FOXQ1/FOXQ1	0.162185928943497	0.250359746557991	0	1
NRM/NRM	0.538213833078111	0.00451374448285385	0	1
CD4/CD4	0.287413850813991	0.242052617826803	0	1
ITLN1/ITLN1	0.386468912368802	0.185344093206394	0	1
ZSCAN5A/ZSCAN5A	-0.043415248285298	0.267658391432554	0	1
NUDT10/NUDT10	-0.235658505702994	0.170231230756944	0	1
IFI27L1/IFI27L1	0.132536958264507	0.219791555403022	0	1
UGT3A1/UGT3A1	0.215020035227455	0.241723535819954	0	1
PP2672/PP2672	0.359043842639239	0.163485725008441	0	1
ST6GALNAC5/ST6GALNAC5	0.202510631163035	0.0972918873820993	0	1
FOXR2/FOXR2	0.175180316556937	0.30553235251314	0	1
MYOM1/MYOM1	0.178842856504419	0.277065064316025	0	1
CDK15/CDK15	0.192900372305157	0.0800969281189673	0	1
ACVRL1/ACVRL1	0.0732258733769026	0.347743192737225	0	1
CLN8/CLN8	0.600068221393894	0.0027063800797109	0	1
TUBAL3/TUBAL3	0.170743786674121	0.276337731490373	0	1
ARPP21/ARPP21	0.19604496658569	0.168221806090167	0	1
NBPF22P/NBPF22P	0.171315166548785	0.281075876318411	0	1
CCR9/CCR9	0.353586635019315	0.212214784929577	0	1
SLC18A3/SLC18A3	0.253654904655244	0.195348946980759	0	1
TBX5/TBX5	0.101212729203108	0.317604244309676	0	1
HMOX2/HMOX2	0.0203193050625247	0.401694628783585	0	1
PPP3R2/PPP3R2	0.195432877575525	0.322488423835973	0	1
SYT10/SYT10	0.127936908070819	0.323101536298989	0	1
OTOR/OTOR	0.0922071496965287	0.367731501711167	0	1
DRD5/DRD5	0.700476382275009	0.0248746329272465	0	1
PAQR6/PAQR6	0.25676341592557	0.169710052808047	0	1
ANGPTL3/ANGPTL3	0.102984863021554	0.0660799653884295	0	1
DEFB128/DEFB128	0.0425758641751244	0.398509931588952	0	1
GLRA2/GLRA2	0.18212811854661	0.236470317436269	0	1
KRTAP7-1/KRTAP7-1	0.0606789449163551	0.367237463386209	0	1
CYSLTR2/CYSLTR2	0.187464099726266	0.219413211643481	0	1
CYP21A2/CYP21A2	0.312910767751099	0.180375962579153	0	1
NLRP6/NLRP6	0.167518950282998	0.291852286435239	0	1
SLC26A3/SLC26A3	0.131420763228413	0.200705103203411	0	1
OR7D4/OR7D4	-0.20012360681377	0.263121289113483	0	1
PKLR/PKLR	0.244338859324255	0.261831603488241	0	1
RBMY1F/RBMY1F	0.302917418915689	0.241513147575141	0	1
TMPRSS11E/TMPRSS11E	0.307610011698869	0.246281074782287	0	1
KRTAP3-2/KRTAP3-2	0.147631030755437	0.0390898111684787	0	1
HUS1B/HUS1B	0.275189683307844	0.0114347598033249	0	1
PAX9/PAX9	0.107003611500534	0.346604686077723	0	1
SNORA44/SNORA44	-0.228736711271594	0.230435222197906	0	1
ABO/ABO	-0.0383472931825129	0.368191908523862	0	1
F9/F9	0.164002860312691	0.194930457606552	0	1
CNGB3/CNGB3	0.142651737008747	0.262486350065651	0	1
LY86/LY86	0.320882771411022	0.138857072374682	0	1
MRGPRX2/MRGPRX2	0.0270437685545013	0.411806188987352	0	1
OR2G2/OR2G2	0.307090565003366	0.207387273378869	0	1
C9orf163/C9orf163	0.26105130865661	0.213784878759107	0	1
TAP1/TAP1	-0.0804479049042407	0.230990298946916	0	1
CYP11B2/CYP11B2	0.104513026233814	0.314517395262958	0	1
FCRL3/FCRL3	0.253566741630953	0.153687803340578	0	1
FGB/FGB	0.223853626662461	0.213362762065697	0	1
CCDC83/CCDC83	0.0824136250732159	0.297659210759757	0	1
PIWIL1/PIWIL1	0.148138330897623	0.250153119315051	0	1
FOLR1/FOLR1	-0.47733530513507	0.0141432395952836	0	1
HAL/HAL	0.145870784759528	0.31253613478346	0	1
CCNB3/CCNB3	0.0769901376306357	0.315516952306506	0	1
RNF113B/RNF113B	0.157518097550891	0.389362602537718	0	1
ALOX15/ALOX15	0.116482949057417	0.303795022310087	0	1
CST1/CST1	0.382512775224299	0.332537660738841	0	1
CCL7/CCL7	0.289828388164517	0.275850202509431	0	1
SMCR5/SMCR5	0.22244672482971	0.211149080280597	0	1
GRIK4/GRIK4	0.127141506713077	0.310004100164265	0	1
SLC6A18/SLC6A18	0.282437893322892	0.226062754609037	0	1
RET/RET	0.151739506869339	0.291385704569613	0	1
TAC4/TAC4	0.138958441049059	0.343791113876127	0	1
ZNF366/ZNF366	0.250627980027109	0.18859685882703	0	1
LRRC31/LRRC31	0.195880484809233	0.187962063420497	0	1
EFNB3/EFNB3	0.162535133117645	0.34751702923433	0	1
LOH12CR1/LOH12CR1	-0.032770660394396	0.367369400000018	0	1
GLP1R/GLP1R	0.268752309425046	0.183492900741152	0	1
SNX31/SNX31	0.164079155918099	0.227557938596261	0	1
GRHL2/GRHL2	0.353055492539387	0.178310850939618	0	1
LRRC43/LRRC43	0.064286936343921	0.378082719601051	0	1
VGLL1/VGLL1	0.287113441541498	0.16311698640779	0	1
FAM69B/FAM69B	0.189655476202327	0.264121324868024	0	1
NR2E1/NR2E1	0.0605537975682903	0.35393164717073	0	1
MS4A6A/MS4A6A	0.0158932445627954	0.396672012003053	0	1
SLC32A1/SLC32A1	0.141732616863486	0.260084784592218	0	1
NLRP13/NLRP13	0.297153460288991	0.174271192545096	0	1
CPA2/CPA2	0.351054818144624	0.164644184019568	0	1
GPR112/GPR112	0.0743384595432439	0.298246524938485	0	1
FNDC7/FNDC7	0.169858075377401	0.220179764081195	0	1
PRH2/PRH2	0.00111536741748825	0.414109876333778	0	1
PGLYRP2/PGLYRP2	0.181147016194227	0.264782643799995	0	1
SEC14L3/SEC14L3	0.188196575591592	0.154985494842458	0	1
SLC22A8/SLC22A8	0.186121802566842	0.202794929839478	0	1
TRIM40/TRIM40	0.312606462515835	0.179564182800869	0	1
SLC22A1/SLC22A1	0.290606653599738	0.132525822764272	0	1
MYBPC3/MYBPC3	0.0930093748497336	0.338191712078088	0	1
OR1L1/OR1L1	0.390309450478506	0.197257033250608	0	1
FBXW12/FBXW12	0.149685860936847	0.233013688174012	0	1
TFPT/TFPT	-0.273604549693076	0.0362939269565281	0	1
PATE2/PATE2	0.251159147303477	0.262446940341623	0	1
WFDC10A/WFDC10A	-0.0159494053752296	0.411185336255367	0	1
C2CD4B/C2CD4B	0.0524570240201269	0.339228875250474	0	1
FA2H/FA2H	0.0807595397966123	0.262044474420656	0	1
TIGIT/TIGIT	0.272315158432124	0.233258110449968	0	1
SLC13A2/SLC13A2	0.195363570950977	0.248413898572143	0	1
SPOCK3/SPOCK3	0.222045057903367	0.240224719618411	0	1
OR1J1/OR1J1	0.197129743766612	0.282180798137827	0	1
DPCR1/DPCR1	0.595512474462885	0.1525496121089	0	1
GPRC6A/GPRC6A	0.0481928150751052	0.33927467767352	0	1
PAGE4/PAGE4	0.156297650267643	0.258270755092437	0	1
MYCNOS/MYCNOS	0.303613296889599	0.155634656229043	0	1
PRLH/PRLH	0.210415393189525	0.307735781915974	0	1
KRTAP12-2/KRTAP12-2	0.281874418349334	0.150372192141544	0	1
MPO/MPO	0.290749142818496	0.197257033250608	0	1
PDGFB/PDGFB	0.384822702940021	0.127661510428315	0	1
KLK2/KLK2	0.198450217712392	0.26440678523981	0	1
REG1B/REG1B	0.276836865304128	0.272548337335235	0	1
CST9L/CST9L	-0.362179154342548	0.180271163137805	0	1
NGB/NGB	0.329064660239927	0.234466902980614	0	1
ADAMTS14/ADAMTS14	0.127884012327197	0.315988752149599	0	1
HSPA6/HSPA6	0.157123093871721	0.244952259789855	0	1
FAM83E/FAM83E	0.0805694338979266	0.346091067436105	0	1
TRIM26/TRIM26	0.00811130900571361	0.376586342266106	0	1
OR2M7/OR2M7	0.0339506180641249	0.41073639955531	0	1
ZNF578/ZNF578	0.17849954826526	0.173982376566747	0	1
IL34/IL34	0.265204726380447	0.193907998255161	0	1
MYH11/MYH11	0.122778513715814	0.287770715855328	0	1
IFNGR2/IFNGR2	0.835418707845547	0.00246162491209294	0	1
AGK/AGK	0.0305037585696348	0.403785702709887	0	1
INSM2/INSM2	0.170656442205562	0.259987347759815	0	1
TRIM27/TRIM27	0.025881280424288	0.369131902824109	0	1
LUZP4/LUZP4	-0.00276195025979165	0.416880704163689	0	1
P2RY2/P2RY2	0.178695025500579	0.262779697118129	0	1
SLC45A2/SLC45A2	0.100022310310575	0.338331063818639	0	1
SOX17/SOX17	0.227133865545156	0.25310947410271	0	1
KRTAP6-3/KRTAP6-3	-0.364425453005905	0.167406751537567	0	1
DPPA3/DPPA3	0.653469214580228	0.310004100164265	0	1
TM4SF18/TM4SF18	0.553145611769307	0.0579511732008561	0	1
NINJ2/NINJ2	0.443847872587644	0.163741849137066	0	1
KRTAP4-2/KRTAP4-2	0.386857683868819	0.295052494020232	0	1
ATP1B2/ATP1B2	0.193543695597653	0.299936689263819	0	1
NKX6-3/NKX6-3	0.143126737259541	0.301521609077568	0	1
TAS2R1/TAS2R1	0.506637480597965	0.0767159786304174	0	1
ZNF818P/ZNF818P	-0.249250181014158	0.166296604670995	0	1
WBSCR17/WBSCR17	0.163541554635326	0.258916951406809	0	1
TFF2/TFF2	0.237439747477776	0.200002885418695	0	1
IFNA5/IFNA5	0.121978454037015	0.330762714388058	0	1
PCGF2/PCGF2	0.313256580192475	0.0117996984271003	0	1
CYP2A13/CYP2A13	-0.193633027066138	0.315462244575918	0	1
SMPX/SMPX	0.362012132946551	0.136720039359856	0	1
MS4A15/MS4A15	0.389445019861659	0.187277618971199	0	1
OR51T1/OR51T1	0.280360208718988	0.235769500940584	0	1
KCNJ10/KCNJ10	0.313679492520382	0.192832975531946	0	1
LENG8/LENG8	-0.321500934977813	0.046457250602836	0	1
AATF/AATF	-0.556486218235309	0.0275294408903923	0	1
CAMK1G/CAMK1G	0.332689387893709	0.102700127871064	0	1
WFDC13/WFDC13	0.242088644020571	0.222196050399439	0	1
DOK6/DOK6	0.0985870604635595	0.254358181734604	0	1
LHFPL4/LHFPL4	0.429669408879749	0.23014716109899	0	1
AFM/AFM	0.105028479362113	0.269683893483124	0	1
GNL1/GNL1	0.183550427129072	0.222167322462934	0	1
GART/GART	-0.521720403965781	0.0266306231658085	0	1
PSG1/PSG1	0.0857714399374516	0.344802203188291	0	1
GJB7/GJB7	0.335619649690734	0.176051046298662	0	1
GREM1/GREM1	-1.22479416612269	0.0152310606732285	0	1
MGC39584/MGC39584	0.166769137704049	0.199982969049457	0	1
OR6K3/OR6K3	0.164287715922373	0.308798715600219	0	1
CELF3/CELF3	0.283785456886922	0.1939587483378	0	1
MLLT3/MLLT3	0.240235606382777	0.208352759762189	0	1
COX4I2/COX4I2	0.240223344433284	0.255275210732744	0	1
IGFL2/IGFL2	0.163309456018782	0.322363693301073	0	1
PRR4/PRR4	0.261400099659259	0.13164507667755	0	1
GABRA6/GABRA6	0.278866337359071	0.202886937765081	0	1
MMEL1/MMEL1	0.238145238418623	0.213362762065697	0	1
MGMT/MGMT	0.204301726370884	0.25850581874445	0	1
MYLPF/MYLPF	0.361436840513652	0.261373725144477	0	1
AIF1/AIF1	0.134694784041082	0.297659210759757	0	1
HCN3/HCN3	0.210193182513829	0.311492521379832	0	1
CSH1/CSH1	0.349437022048465	0.11095381525461	0	1
C17orf82/C17orf82	0.159453036309508	0.312229953886609	0	1
CHODL/CHODL	0.106832841662669	0.236836149061219	0	1
SLC28A1/SLC28A1	0.0830125491558953	0.320781395189701	0	1
KRT6A/KRT6A	-0.111673044103772	0.325719564224775	0	1
MYO7B/MYO7B	0.19757823557829	0.156966312612309	0	1
PTF1A/PTF1A	0.173561331616696	0.26838008069207	0	1
GPHA2/GPHA2	0.241854916838897	0.229570554269676	0	1
LCE3B/LCE3B	-0.109362541767817	0.304965777843573	0	1
CRISP3/CRISP3	0.42411456025842	0.162629009727808	0	1
ZSCAN1/ZSCAN1	0.287391821070971	0.23562646731922	0	1
ADCY10/ADCY10	0.0832071320682917	0.297540103668975	0	1
RSPH6A/RSPH6A	0.164216053383487	0.286544056174419	0	1
OPALIN/OPALIN	0.225984004689124	0.19566371348505	0	1
LPAR2/LPAR2	0.253025018199039	0.179039232951695	0	1
STATH/STATH	0.278179766195016	0.135567759724601	0	1
MCCC2/MCCC2	-1.01853041144502	0.0117504750939395	0	1
PMCHL2/PMCHL2	0.349347801556031	0.161686987706557	0	1
KLHL32/KLHL32	0.184094542197105	0.248733579516984	0	1
PNLIPRP2/PNLIPRP2	0.192929269765426	0.228401513240112	0	1
OR8G5/OR8G5	0.304066035506588	0.138420346707292	0	1
NUP210/NUP210	0.245635993850062	0.227121786543139	0	1
ANP32C/ANP32C	-0.255776043666462	0.128137049339526	0	1
ASB15/ASB15	0.130267274073854	0.205641462180914	0	1
DMRTC1/DMRTC1	0.247091935177101	0.330288506138587	0	1
PRAMEF2/PRAMEF2	0.257285516974179	0.243555478937436	0	1
TPRX1/TPRX1	0.237687443371863	0.3409235284033	0	1
LY6G5C/LY6G5C	0.101252897114144	0.317225011114336	0	1
CXCR5/CXCR5	0.311571095001267	0.103270742719689	0	1
NANOGNB/NANOGNB	0.459985969723132	0.137118529094409	0	1
GLYATL1/GLYATL1	0.213748169770956	0.267283176660828	0	1
OR5P3/OR5P3	0.273464974129447	0.219413211643481	0	1
DSPP/DSPP	0.337319553230319	0.180467806587649	0	1
SRCIN1/SRCIN1	0.200252816082651	0.240896504537851	0	1
GFRA3/GFRA3	0.600269250802335	0.155964833527145	0	1
CPA1/CPA1	0.245946706508714	0.187101118937108	0	1
FASLG/FASLG	0.041904373129479	0.407135103299133	0	1
PPT2/PPT2	0.366770812610488	0.0684593042683829	0	1
FMR1NB/FMR1NB	0.0881639962415618	0.303900356418535	0	1
GIMAP2/GIMAP2	0.127202777413768	0.23299348181281	0	1
KRT14/KRT14	0.00581108642083456	0.408782301323955	0	1
PACRG/PACRG	0.284045021234453	0.202082302226967	0	1
KREMEN2/KREMEN2	0.188040666861735	0.251229144898729	0	1
SPACA5/SPACA5	0.159684834428577	0.268131446380593	0	1
ZNF155/ZNF155	0.115137892802368	0.0491587275671353	0	1
VN1R5/VN1R5	0.255786918992692	0.171943895588174	0	1
MS4A1/MS4A1	0.0275779013359826	0.387183888540177	0	1
KRTAP5-1/KRTAP5-1	0.374203796847678	0.129774214493063	0	1
CMTM2/CMTM2	0.125655689874639	0.335257033877056	0	1
BTN1A1/BTN1A1	0.360260322108319	0.157639578490976	0	1
CHP2/CHP2	0.236794736995924	0.251590509694297	0	1
ALOX15B/ALOX15B	0.209238163647761	0.222724014714543	0	1
TTR/TTR	0.129813865469748	0.32897765516671	0	1
MAOB/MAOB	0.274757809845466	0.137451625136934	0	1
ONECUT1/ONECUT1	0.0641746076270562	0.342622056532381	0	1
CYP1A2/CYP1A2	0.154494868546126	0.263651382390803	0	1
OR2A12/OR2A12	0.255598706134304	0.244536569317332	0	1
CDO1/CDO1	0.367086306474698	0.178145511203701	0	1
CTSG/CTSG	0.000723681309037439	0.410591266400095	0	1
ICAM4/ICAM4	0.0369421851393282	0.409756330163102	0	1
OR9A4/OR9A4	0.0867142193953993	0.360594403532479	0	1
SYT6/SYT6	0.186281094574026	0.211434014290802	0	1
OPN5/OPN5	0.275195046227693	0.17526216822256	0	1
LYG2/LYG2	0.351139888046217	0.0546287197005174	0	1
KCNJ4/KCNJ4	0.0814549667474762	0.354259554048184	0	1
C11orf40/C11orf40	0.204858887931815	0.198338335748057	0	1
OTX2/OTX2	0.244085862329605	0.211634990990955	0	1
GAL3ST2/GAL3ST2	0.355015441103556	0.105801958356824	0	1
IQCA1/IQCA1	0.226964206395429	0.218341674788882	0	1
RNASE3/RNASE3	0.607338635851174	0.206600190922452	0	1
CD5L/CD5L	0.209128715282996	0.19091572945537	0	1
TRIM49/TRIM49	-0.0851136875814328	0.383083322976881	0	1
NBPF4/NBPF4	0.334450827825993	0.2171784779616	0	1
C8B/C8B	0.20198857310061	0.176656011733376	0	1
OR3A3/OR3A3	0.635288771636451	0.145908346400049	0	1
HOXC12/HOXC12	0.177453028584168	0.280649220027825	0	1
CYP3A7/CYP3A7	0.176056845574846	0.0788331821525098	0	1
KRTAP3-1/KRTAP3-1	0.285265723235323	0.107459283462661	0	1
OR6K2/OR6K2	0.0909191082055246	0.365955081391311	0	1
NODAL/NODAL	0.217784121164326	0.19274646957577	0	1
LHX3/LHX3	0.131123581094963	0.270159652243243	0	1
CXorf57/CXorf57	0.0384668113319833	0.0477586580625358	0	1
FLJ43879/FLJ43879	0.380570381029334	0.139428113918741	0	1
DEFB132/DEFB132	-0.0236671760844416	0.388486000929163	0	1
LCE3D/LCE3D	-0.135040383733798	0.296995502069278	0	1
CD79A/CD79A	0.239349617147386	0.248909470990984	0	1
SLAMF9/SLAMF9	0.116557136668103	0.295341923444744	0	1
COLEC10/COLEC10	0.22937790959421	0.189947790540831	0	1
OR10G8/OR10G8	0.342628332532217	0.306636320727933	0	1
SLC6A5/SLC6A5	0.0890725237308419	0.363178919317352	0	1
SYK/SYK	0.00955205142877927	0.413341939022599	0	1
CALHM3/CALHM3	0.212663860993946	0.247259895731907	0	1
RPL3L/RPL3L	0.306384547246186	0.198099390434955	0	1
PMP2/PMP2	0.172989521257106	0.260289520692133	0	1
SLC4A9/SLC4A9	0.286469857446646	0.21574503175596	0	1
OR4E2/OR4E2	0.436708044301497	0.152788248646454	0	1
AGPAT2/AGPAT2	0.13623507329806	0.274718938698361	0	1
C16orf82/C16orf82	0.0973886778078265	0.323226877375336	0	1
CYP27A1/CYP27A1	0.201765148235651	0.255668960891409	0	1
SMC1B/SMC1B	0.0922386084817313	0.248302581916795	0	1
